Name,Status,Rows b.p.,Cols b.p.,Rows a.p.,Cols a.p.,Nonzeros,Density,Relative Infeas,Relative Compl,Primal Objective,Dual Objetive,Max Add. Corr.,Iters,CPU Time [secs]
netlib-afiro.mps,0,27,51,27,51,166,4.183810e-01,1.399000e-15,8.070000e-13,-4.647531e+02,-4.647531e+02,0,7,0.000000e+00
netlib-sc50b.mps,0,50,78,48,76,361,2.925350e-01,1.833000e-15,1.990000e-16,-7.000000e+01,-7.000000e+01,0,6,0.000000e+00
netlib-sc50a.mps,0,50,78,49,77,326,2.511450e-01,5.486000e-15,1.400000e-14,-6.457508e+01,-6.457508e+01,0,7,0.000000e+00
netlib-kb2.mps,0,43,68,43,68,747,7.847490e-01,3.897000e-11,1.380000e-09,-1.749900e+03,-1.749900e+03,0,11,0.000000e+00
netlib-sc105.mps,0,105,163,104,162,825,1.429360e-01,1.993000e-14,6.550000e-12,-5.220206e+01,-5.220206e+01,0,9,0.000000e+00
netlib-adlittle.mps,0,56,138,55,137,503,3.143800e-01,1.490000e-14,4.800000e-16,2.254950e+05,2.254950e+05,0,11,0.000000e+00
netlib-stocfor1.mps,0,117,165,102,150,1388,2.570170e-01,3.427000e-12,6.580000e-12,-4.113198e+04,-4.113198e+04,0,11,1.000000e-02
netlib-blend.mps,0,74,114,71,111,1813,7.052170e-01,2.806000e-13,7.930000e-14,-3.081215e+01,-3.081215e+01,0,9,1.000000e-02
netlib-scagr7.mps,0,129,185,127,183,1036,1.205900e-01,1.245000e-14,7.210000e-10,-2.331390e+06,-2.331390e+06,0,13,1.000000e-02
netlib-sc205.mps,0,205,317,203,315,1716,7.835700e-02,2.419000e-13,5.690000e-12,-5.220206e+01,-5.220206e+01,0,10,1.000000e-02
netlib-share2b.mps,0,96,162,96,162,1542,3.242190e-01,3.012000e-11,1.840000e-13,-4.157322e+02,-4.157322e+02,0,17,1.000000e-02
netlib-recipe.mps,0,91,204,64,123,278,1.201170e-01,5.948000e-13,1.420000e-15,-2.666160e+02,-2.666160e+02,0,8,1.000000e-02
netlib-lotfi.mps,0,153,366,133,346,2694,2.970770e-01,2.817000e-12,3.320000e-10,-2.526471e+01,-2.526471e+01,0,13,1.000000e-02
